50	38.26
0	0	802	8.42
31
botao 1 apertadoSetting duty cycle: 0
Duty cycle: 0
0	0	895	8.43
0	0	895	8.27
0	0	802	8.34
0	0	802	8.26
0	0	802	8.42
31
botao 1 apertadoSetting duty cycle: 0
Duty cycle: 0
0	0	895	8.43
0	0	895	8.27
0	0	802	8.34
0	0	802	8.26
0	0	802	8.42

VELOCIDADE_REAL	PERCENTUAL_ACIONAMENTO	RPM	TEMPERATURA
0	0	0	8.36
0	0	0	8.27
0	0	1620	8.59
0	0	1620	8.31
0	0	817	7.97
0	0	817	8.52
0	0	802	8.34
0	0	802	8.46
0	0	339	8.30
0	0	339	8.30
0	0	0	8.29
0	0	0	8.29
0	0	0	8.30
0	0	0	8.26
0	0	0	8.26
0	0	0	8.25
0	0	0	8.26
0	0	0	8.24
0	0	0	8.25
0	0	0	8.27
0	0	0	8.29
0	0	0	8.29
0	0	0	8.32
0	0	0	8.30
0	0	0	8.31
0	0	0	8.33
0	0	0	8.40
0	0	0	8.47
0	0	0	8.60
0	0	0	8.72
0	0	0	8.77
0	0	0	8.80
0	0	0	8.82
0	0	0	8.86
0	0	0	8.98
0	0	0	9.15
0	0	0	9.25
0	0	0	9.28
0	0	0	9.31
0	0	0	9.40
0	0	0	9.59
0	0	0	9.71
0	0	0	9.76
0	0	0	9.81
0	0	0	9.91
0	0	0	10.08
0	0	0	10.21
0	0	0	10.26
0	0	0	10.30
0	0	0	10.44
0	0	0	10.64
0	0	0	10.63
0	0	370	10.80
0	0	370	10.94
0	0	787	11.23
0	0	787	11.09
0	0	817	11.42
0	0	817	11.41
0	0	802	11.67
0	0	802	11.76
0	0	802	12.00
0	0	802	12.07
0	0	802	12.08
0	0	802	12.13
0	0	802	12.26
0	0	802	12.35
0	0	817	12.37
0	0	817	12.38
0	0	802	12.01
0	0	802	12.34
0	0	802	12.42
0	0	802	12.75
0	0	802	12.74
0	0	802	12.61
0	0	802	12.78
0	0	802	12.65
0	0	818	13.00
0	0	818	12.91
0	0	802	13.05
0	0	802	12.99
0	0	802	13.10
0	0	802	13.05
0	0	802	13.09
0	0	802	13.22
0	0	802	13.15
0	0	802	13.25
0	0	802	13.11
0	0	802	13.44
0	0	802	13.52
0	0	802	13.30
0	0	803	13.58
0	0	803	13.47
0	0	802	13.59
0	0	802	13.34
0	0	802	13.31
0	0	802	13.20
0	0	802	13.59
0	0	802	13.42
0	0	802	13.46
0	0	802	13.35
0	0	817	13.44
0	0	817	13.59
0	0	802	13.27
0	0	802	13.16
0	0	802	13.27
0	0	802	13.06
0	0	802	13.46
0	0	802	13.43
0	0	802	13.45
0	0	802	13.56
0	0	802	13.26
0	0	802	13.59
0	0	802	13.15
0	0	802	13.45
0	0	802	13.25
0	0	802	13.56
0	0	803	13.20
0	0	803	13.28
0	0	817	13.58
0	0	817	13.36
0	0	802	13.34
0	0	802	13.44
0	0	802	13.45
0	0	802	13.60
0	0	802	13.35
0	0	802	13.53
0	0	802	13.40
0	0	802	13.35
0	0	802	13.32
0	0	802	13.57
0	0	802	13.41
0	0	802	13.48
0	0	802	13.59
0	0	802	13.44
0	0	803	13.54
0	0	803	13.45
0	0	802	13.43
0	0	802	13.40
0	0	802	13.18
0	0	802	13.53
0	0	802	13.24
0	0	802	13.36
0	0	817	13.37
0	0	817	13.27
0	0	802	13.43
0	0	802	13.50
0	0	802	13.45
0	0	802	13.39
0	0	803	13.45
0	0	803	13.48
0	0	802	13.39
0	0	802	13.51
0	0	802	13.31
0	0	802	13.27
0	0	787	13.45
0	0	787	13.26
0	0	818	13.20
0	0	818	13.31
0	0	802	13.29
0	0	802	13.42
0	0	803	13.46
0	0	803	13.27
0	0	802	13.49
0	0	802	13.32
0	0	802	13.47
0	0	802	13.44
0	0	802	13.46
0	0	802	13.39
0	0	802	13.38
0	0	802	13.33
0	0	802	13.38
0	0	802	13.32
0	0	802	13.13
0	0	802	13.54
0	0	803	13.40
0	0	803	13.17
0	0	802	13.29
0	0	802	13.28
0	0	802	13.56
0	0	802	13.18
0	0	802	13.26
0	0	802	13.25
0	0	802	13.46
0	0	802	13.34
0	0	802	13.25
0	0	802	13.33
0	0	802	13.45
0	0	802	13.11
0	0	802	13.29
0	0	802	13.36
0	0	802	13.24
0	0	802	13.34
0	0	802	13.14
0	0	802	13.26
0	0	802	13.24
0	0	802	13.46
0	0	802	13.11
0	0	802	13.18
0	0	802	13.19
0	0	802	12.96
0	0	802	13.10
0	0	802	13.33
0	0	817	13.19
0	0	817	13.17
0	0	802	13.06
0	0	802	13.18
0	0	802	13.06
0	0	802	13.09
0	0	802	13.03
0	0	802	13.05
0	0	802	13.09
0	0	802	13.11
0	0	802	12.96
0	0	802	13.07
0	0	802	13.21
0	0	802	13.15
0	0	802	13.13
0	0	802	13.25
0	0	802	13.03
0	0	802	13.22
0	0	802	13.29
0	0	802	13.11
0	0	802	13.10
0	0	802	13.14
0	0	802	13.20
0	0	802	13.01
0	0	802	13.19
0	0	802	13.18
0	0	818	13.15
0	0	818	13.04
0	0	802	13.11
0	0	802	12.98
0	0	802	13.07
0	0	802	12.88
0	0	802	13.12
0	0	802	12.83
0	0	802	12.64
0	0	802	12.77
